"bin","age","income"
"80-",80,22000000
"50-59",58,45500000
"20-29",24,8000000
"40-49",42,52500000
"60-69",65,23000000
"30-39",39,63500000
"60-69",61,46000000
"20-29",22,12000000
"80-",89,28500000
"50-59",59,44000000
"40-49",42,65500000
"50-59",54,51000000
"80-",83,23000000
"50-59",59,35000000
"20-29",26,70500000
"60-69",66,26500000
"20-29",24,19000000
"50-59",59,65500000
"30-39",33,52500000
"20-29",21,12500000
"20-29",20,19500000
"60-69",66,36500000
"60-69",62,34000000
"20-29",21,20500000
"20-29",23,28500000
"50-59",54,33500000
"70-79",79,17500000
"70-79",70,26500000
"40-49",43,47000000
"50-59",50,33000000
"50-59",50,52500000
"30-39",37,52000000
"40-49",42,30500000
"30-39",32,39500000
"40-49",48,22000000
"40-49",45,58000000
"50-59",52,33000000
"20-29",26,52000000
"20-29",24,13000000
"40-49",43,35500000
"60-69",63,28000000
"40-49",41,25000000
"40-49",42,50500000
"50-59",59,41000000
"40-49",48,46000000
"20-29",24,19000000
"30-39",38,56000000
"60-69",64,26000000
"30-39",31,30000000
"50-59",59,50000000
"30-39",30,46000000
"30-39",31,59500000
"30-39",38,57000000
"30-39",31,67500000
"30-39",35,50000000
"30-39",34,55000000
"30-39",32,35500000
"20-29",26,60500000
"60-69",66,12000000
"50-59",59,44000000
"60-69",61,35500000
"50-59",55,7500000
"70-79",71,13500000
"60-69",60,25500000
"40-49",48,49000000
"20-29",26,29500000
"30-39",35,63000000
"70-79",70,48000000
"30-39",35,35500000
"20-29",22,14000000
"40-49",47,35500000
"20-29",22,13000000
"20-29",25,42500000
"20-29",23,15000000
"60-69",67,1500000
"20-29",21,14000000
"10-19",18,13000000
"50-59",58,25000000
"70-79",78,25000000
"40-49",42,37000000
"30-39",32,56500000
"30-39",30,50500000
"30-39",38,32000000
"40-49",47,47500000
"20-29",27,42500000
"30-39",34,48000000
"70-79",73,25500000
"30-39",36,39000000
"30-39",30,28000000
"70-79",72,19500000
"20-29",22,23000000
"30-39",37,29000000
"80-",83,42500000
"30-39",39,19000000
"30-39",37,55000000
"40-49",48,35000000
"50-59",55,57000000
"50-59",51,36000000
"60-69",63,30000000
"30-39",32,46000000
"30-39",31,20000000
"80-",87,34000000
"20-29",22,22500000
"30-39",34,36000000
"60-69",67,17500000
"40-49",49,59000000
"50-59",59,42500000
"40-49",47,36500000
"30-39",37,59000000
"40-49",41,41000000
"70-79",71,38500000
"20-29",22,22000000
"30-39",31,44000000
"30-39",39,50500000
"50-59",53,48500000
"20-29",21,15500000
"20-29",22,21500000
"20-29",26,69500000
"40-49",43,44000000
"40-49",49,46000000
"20-29",27,49000000
"30-39",36,44000000
"40-49",47,37000000
"20-29",23,12000000
"20-29",23,20000000
"60-69",68,25000000
"30-39",39,39000000
"20-29",20,22500000
"20-29",24,14500000
"20-29",24,20000000
"40-49",47,43500000
"30-39",37,30500000
"50-59",53,46500000
"70-79",71,33000000
"30-39",34,37500000
"50-59",53,44500000
"20-29",24,16000000
"50-59",56,23000000
"30-39",31,39500000
"40-49",40,36500000
"20-29",25,65000000
"50-59",50,50500000
"30-39",37,42500000
"10-19",19,20000000
"30-39",37,28000000
"60-69",62,44500000
"20-29",26,41500000
"30-39",30,25500000
"10-19",18,17500000
"40-49",44,43500000
"20-29",21,12000000
"20-29",28,46000000
"30-39",37,33000000
"20-29",22,24500000
"30-39",30,25000000
"50-59",51,58000000
"30-39",34,26500000
"60-69",66,17000000
"60-69",62,34500000
"20-29",24,13000000
"20-29",25,23000000
"50-59",55,48500000
"40-49",41,37500000
"20-29",21,19000000
"30-39",32,40000000
"60-69",60,50500000
"70-79",70,16000000
"30-39",39,49500000
"60-69",61,54000000
"50-59",50,51000000
"40-49",45,37500000
"40-49",42,67000000
"40-49",42,65000000
"40-49",44,47000000
"30-39",35,58000000
"20-29",21,9500000
"60-69",65,31000000
"40-49",40,20000000
"30-39",38,38000000
"20-29",23,9500000
"20-29",25,55500000
"30-39",33,48000000
"60-69",67,21000000
"20-29",29,46500000
"30-39",33,40000000
"40-49",41,54500000
"40-49",40,14000000
"50-59",59,25500000
"70-79",78,30000000
"40-49",43,33000000
"20-29",23,16500000
"10-19",19,19000000
"20-29",22,20000000
"40-49",41,30500000
"30-39",38,40500000
"50-59",57,29000000
"80-",84,26000000
"20-29",22,25500000
"30-39",38,27000000
"30-39",32,29500000
"20-29",21,14000000
"20-29",27,46500000
"60-69",67,23000000
"30-39",33,47500000
"80-",81,11000000
"20-29",22,13500000
"30-39",37,28500000
"20-29",24,3500000
"30-39",31,48500000
"20-29",20,18000000
"60-69",63,33000000
"60-69",64,42500000
"70-79",78,34500000
"50-59",53,50500000
"20-29",27,32000000
"70-79",75,15500000
"40-49",45,30500000
"40-49",45,31500000
"20-29",27,54000000
"30-39",31,28500000
"30-39",36,32500000
"40-49",48,50000000
"70-79",73,24500000
"40-49",44,49500000
"20-29",20,17500000
"40-49",40,39000000
"40-49",40,49000000
"30-39",39,52000000
"40-49",40,37500000
"20-29",22,17500000
"70-79",75,23500000
"80-",85,21500000
"20-29",29,29500000
"60-69",63,42500000
"50-59",57,31500000
"60-69",61,43500000
"60-69",65,29500000
"50-59",51,47500000
"60-69",66,40000000
"20-29",23,16500000
"30-39",39,35500000
"70-79",78,20500000
"20-29",25,39500000
"30-39",35,52000000
"60-69",69,17000000
"50-59",52,28500000
"50-59",52,30000000
"50-59",58,37000000
"20-29",27,36000000
"50-59",51,42500000
"40-49",41,62500000
"30-39",31,56500000
"20-29",27,29000000
"20-29",27,51500000
"50-59",59,46500000
"50-59",51,40500000
"30-39",31,39500000
"30-39",33,49500000
"50-59",58,57500000
"30-39",36,32500000
"30-39",30,31000000
"50-59",58,53000000
"20-29",28,45500000
"70-79",72,20000000
"40-49",46,49000000
"40-49",48,39500000
"50-59",56,45000000
"30-39",34,50000000
"40-49",48,66000000
"50-59",54,19500000
"70-79",73,27000000
"20-29",25,39500000
"60-69",69,21000000
"30-39",39,43000000
"40-49",40,39500000
"30-39",31,20500000
"20-29",20,17000000
"20-29",28,26500000
"10-19",19,19000000
"20-29",28,29000000
"50-59",53,35500000
"20-29",24,23500000
"50-59",51,52000000
"10-19",19,15000000
"50-59",53,28000000
"30-39",30,52000000
"20-29",21,14500000
"50-59",57,35500000
"70-79",74,35500000
"30-39",35,38000000
"40-49",48,20000000
"30-39",37,59500000
"20-29",21,21000000
"30-39",33,76500000
"20-29",24,19500000
"20-29",25,53000000
"50-59",56,47500000
"60-69",66,37500000
"20-29",26,65000000
"40-49",42,50500000
"50-59",52,38000000
"60-69",69,43500000
"70-79",77,31000000
"30-39",31,58000000
"70-79",76,23000000
"40-49",43,47500000
"30-39",34,47500000
"20-29",23,21000000
"70-79",77,25500000
"40-49",49,42500000
"50-59",51,40000000
"40-49",49,35000000
"30-39",34,36500000
"50-59",53,46500000
"20-29",26,50500000
"50-59",54,47000000
"40-49",40,39000000
"30-39",33,42000000
"60-69",66,29500000
"30-39",33,55000000
"30-39",33,38000000
"80-",88,27500000
"30-39",39,62500000
"30-39",33,46000000
"40-49",44,44000000
"30-39",33,43500000
"70-79",70,31000000
"50-59",54,20500000
"60-69",61,45500000
"40-49",44,41000000
"30-39",35,69500000
"30-39",37,54500000
"60-69",62,46500000
"20-29",20,21000000
"20-29",29,27000000
"50-59",52,28000000
"50-59",54,30000000
"40-49",45,49500000
"10-19",18,17000000
"20-29",22,25000000
"80-",84,23000000
"80-",84,28500000
"30-39",36,63000000
"50-59",51,14500000
"20-29",24,22000000
"30-39",37,25000000
"50-59",53,29000000
"20-29",27,23000000
"60-69",63,32000000
"60-69",69,18500000
"20-29",25,53500000
"60-69",64,35000000
"20-29",23,14000000
"30-39",31,64500000
"50-59",57,41000000
"20-29",24,24000000
"40-49",47,48000000
"50-59",50,45500000
"30-39",35,48000000
"20-29",26,62500000
"30-39",37,38500000
"20-29",27,48000000
"30-39",34,44500000
"40-49",48,56500000
"50-59",58,15500000
"20-29",20,12500000
"50-59",50,18500000
"60-69",67,23500000
"70-79",72,28500000
"30-39",38,25500000
"20-29",22,14000000
"60-69",60,51000000
"30-39",31,80000000
"50-59",50,32000000
"30-39",34,73000000
"70-79",78,22000000
"30-39",39,42500000
"40-49",46,30000000
"70-79",74,14500000
"10-19",19,27500000
"10-19",18,23500000
"60-69",66,26500000
"60-69",68,34500000
"60-69",66,19500000
"20-29",25,46500000
"10-19",19,16500000
"40-49",45,34000000
"20-29",24,23500000
"20-29",29,55500000
"20-29",26,24000000
"60-69",61,28000000
"20-29",20,23500000
"30-39",38,53000000
"30-39",38,67500000
"30-39",32,44000000
"20-29",20,19000000
"70-79",77,18500000
"70-79",71,14000000
"40-49",45,38000000
"20-29",21,20000000
"60-69",61,42500000
"20-29",29,47500000
"20-29",26,37000000
"60-69",65,28500000
"30-39",31,54500000
"60-69",67,22000000
"20-29",23,24000000
"50-59",50,50500000
"50-59",55,47500000
"30-39",33,55000000
"30-39",30,30500000
"20-29",20,20500000
"20-29",22,16500000
"30-39",37,63500000
"30-39",33,46500000
"80-",83,29000000
"40-49",43,29500000
"30-39",32,35000000
"20-29",29,35000000
"30-39",32,36000000
"20-29",26,68500000
"70-79",76,8500000
"40-49",44,53500000
"20-29",27,28500000
"30-39",34,42500000
"50-59",58,46500000
"40-49",41,44500000
"20-29",28,58000000
"80-",83,17500000
"20-29",22,23000000
"30-39",37,27000000
"20-29",21,17500000
"60-69",64,42500000
"70-79",73,27000000
"20-29",25,37500000
"40-49",42,41500000
"40-49",42,53000000
"60-69",68,17000000
"20-29",21,22000000
"50-59",52,44000000
"60-69",66,15500000
"30-39",39,49500000
"30-39",33,23000000
"60-69",64,61500000
"30-39",31,39000000
"20-29",28,49000000
"30-39",32,73500000
"70-79",72,32000000
"60-69",65,29000000
"20-29",24,16500000
"20-29",21,27500000
"50-59",54,50500000
